"UNIQUE_REFERENCE_NUMBER"|"NAME"|"POINTX_CLASSIFICATION_CODE"|"FEATURE_EASTING"|"FEATURE_NORTHING"|"POSITIONAL_ACCURACY_CODE"|"UPRN"|"TOPOGRAPHIC_TOID"|"TOPOGRAPHIC_TOID_VERSION"|"USRN"|"USRN_MATCH_INDICATOR"|"DISTANCE"|"ADDRESS_DETAIL"|"STREET_NAME"|"LOCALITY"|"GEOGRAPHIC_COUNTY"|"POSTCODE"|"ADMINISTRATIVE_BOUNDARY"|"TELEPHONE_NUMBER"|"URL"|"BRAND"|"QUALIFIER_TYPE"|"QUALIFIER_DATA"|"PROVENANCE"|"DATE_OF_SUPPLY"
95725150|"Maple Installations"|"02140214"|291003.0|92021.0|1|100040223174|"osgb1000012292712"|8|14200525|1|13.6|"27"|"Maple Road"|"Exeter"|"Devon"|"EX4 1BP"|"Exeter District"|"01392422902"|""|""|""|""|"118 Information"|"01-SEP-2021"
21841363|"Bus Stop (Streatham Drive)"|"10590732"|291412.0|93555.0|1||"Not Assigned"|0|14200580|3|3.1|""|""|""|"Devon"|"EX4"|"Exeter District"|""|""|""|"SMS Number"|"dvndmdjd"|"Department for Transport"|"01-SEP-2021"
21841364|"Bus Stop (Harefield Close)"|"10590732"|291282.0|93718.0|1||"Not Assigned"|0|14200580|3|5.4|""|""|""|"Devon"|"EX4"|"Exeter District"|""|""|""|"SMS Number"|"dvndmdga"|"Department for Transport"|"01-SEP-2021"
21841367|"Bus Stop (Birks Grange)"|"10590732"|291150.0|93950.0|1||"Not Assigned"|0|14200580|3|3.6|""|""|""|"Devon"|"EX4"|"Exeter District"|""|""|""|"SMS Number"|"dvndmatj"|"Department for Transport"|"01-SEP-2021"
21841385|"Bus Stop (Perry Road)"|"10590732"|291770.0|93638.0|1||"Not Assigned"|0|14200643|3|18.8|""|""|""|"Devon"|"EX4"|"Exeter District"|""|""|""|"SMS Number"|"dvndmgjp"|"Department for Transport"|"01-SEP-2021"
21841209|"Bus Stop (Iddesleigh Road)"|"10590732"|292949.0|93583.0|1||"Not Assigned"|0|14200611|3|4.9|""|""|""|"Devon"|"EX4"|"Exeter District"|""|""|""|"SMS Number"|"dvndmtaw"|"Department for Transport"|"01-SEP-2021"
21841246|"Bus Stop (Sorry Head)"|"10590732"|292883.0|93294.0|1||"Not Assigned"|0|14200081|3|3.5|""|""|""|"Devon"|"EX4"|"Exeter District"|""|""|""|"SMS Number"|"dvndmpwg"|"Department for Transport"|"01-SEP-2021"
21841247|"Bus Stop (Exeter Trust House)"|"10590732"|292885.0|93286.0|1||"Not Assigned"|0|14200081|3|2.7|""|""|""|"Devon"|"EX4"|"Exeter District"|""|""|""|"SMS Number"|"dvndmpwm"|"Department for Transport"|"01-SEP-2021"
21842709|"Bus Stop (St Davids Station)"|"10590732"|291191.0|93361.0|1||"Not Assigned"|0|14201566|3|12.4|""|""|""|"Devon"|"EX4"|"Exeter District"|""|""|""|"SMS Number"|"dvndmawd"|"Department for Transport"|"01-SEP-2021"
21842813|"Bus Stop (The Imperial)"|"10590732"|291474.0|93386.0|1||"Not Assigned"|0|14200580|3|5.1|""|""|""|"Devon"|"EX4"|"Exeter District"|""|""|""|"SMS Number"|"dvngdptj"|"Department for Transport"|"01-SEP-2021"
17784451|"Flagstaff"|"03170245"|291646.0|93719.0|2||"Not Assigned"|0|14200643|3|4.9|""|""|""|"Devon"|"EX4"|"Exeter District"|""|""|""|""|""|"Ordnance Survey"|"01-SEP-2021"
103902004|"St James Road Care Home"|"05280373"|292661.0|93396.0|1|10013043905|"osgb1000012323116"|4|14200786|1|18.5|"14"|"St. James Road"|"Exeter"|"Devon"|"EX4 6PY"|"Exeter District"|"01392670160"|""|""|""|""|"Wilmington Healthcare Ltd"|"01-SEP-2021"
47980757|"Starbucks Coffee Co UK Ltd"|"01020013"|291173.0|93310.3|1|10013050444|"osgb1000012295161"|3|14201566|1|19.8|"Admin Block St. Davids Railway Station"|"St. Davids"|"Exeter"|"Devon"|"EX4 4NT"|"Exeter District"|"01392424099"|"www.starbucks.co.uk"|"Starbucks Coffee"|""|""|"118 Information"|"01-SEP-2021"
48057529|"The Imperial"|"01020034"|291426.0|93429.0|1|10023117166|"osgb1000012295095"|4|14200580|1|40.3|""|"New North Road"|"Exeter"|"Devon"|"EX4 4AH"|"Exeter District"|"01392434050"|"www.jdwetherspoon.co.uk"|"Wetherspoon"|""|""|"118 Information"|"01-SEP-2021"
54615385|"Spillers Chauffeur Hire Co"|"02600113"|291422.0|93870.0|1|100040221742|"osgb1000012293796"|5|14200492|2|10.7|"Lodge Hill"|""|"Exeter"|"Devon"|"EX4 4AB"|"Exeter District"|"01392433560"|"www.spillers-chauffeurhire.co.uk"|""|""|""|"118 Information"|"01-SEP-2021"
54923822|"Westward Housing Group"|"02110191"|292509.0|93362.3|1|100040235055|"osgb1000012323819"|6|14200798|1|26.0|"Bethany House"|"St. Sidwells Avenue"|"Exeter"|"Devon"|"EX4 6QW"|"Exeter District"|"01392217311"|"www.westwardhousing.org.uk"|"Westward"|""|""|"118 Information"|"01-SEP-2021"
64384198|"Clobber Ltd"|"07420608"|291209.0|93287.8|1|10013037948|"osgb1000012295288"|3|14202257|1|18.2|"5"|"Isambard Parade"|"Exeter"|"Devon"|"EX4 4BX"|"Exeter District"|"01392274545"|"www.monmark.co.uk"|""|""|""|"118 Information"|"01-SEP-2021"
68778507|"Exeter Carpet Company"|"09480675"|292936.0|93502.0|1|10013038763|"osgb1000012321968"|10|14200611|1|18.4|"92a"|"Old Tiverton Road"|"Exeter"|"Devon"|"EX4 6LQ"|"Exeter District"|"01392493084"|"www.exetercarpet.co.uk"|""|""|""|"118 Information"|"01-SEP-2021"
68785447|"Exeter City Community Trust"|"05320400"|292768.0|93380.0|1||"osgb1000012323487"|6|14200786|3|30.4|"St. James Park"|"Stadium Way"|"Exeter"|"Devon"|"EX4 6PX"|"Exeter District"|"01392255611"|"www.exetercityfitc.co.uk"|""|""|""|"118 Information"|"01-SEP-2021"
75374454|"C & D Appliances"|"09480721"|292816.2|93317.1|1|100041045624|"osgb1000012323590"|6|14200611|1|7.7|"123"|"Old Tiverton Road"|"Exeter"|"Devon"|"EX4 6LD"|"Exeter District"|"01392278500"|"www.cdappliances.com"|""|""|""|"118 Information"|"01-SEP-2021"
