"UNIQUE_REFERENCE_NUMBER"|"NAME"|"POINTX_CLASSIFICATION_CODE"|"FEATURE_EASTING"|"FEATURE_NORTHING"|"POSITIONAL_ACCURACY_CODE"|"UPRN"|"TOPOGRAPHIC_TOID"|"TOPOGRAPHIC_TOID_VERSION"|"USRN"|"USRN_MATCH_INDICATOR"|"DISTANCE"|"ADDRESS_DETAIL"|"STREET_NAME"|"LOCALITY"|"GEOGRAPHIC_COUNTY"|"POSTCODE"|"ADMINISTRATIVE_BOUNDARY"|"TELEPHONE_NUMBER"|"URL"|"BRAND"|"QUALIFIER_TYPE"|"QUALIFIER_DATA"|"PROVENANCE"|"DATE_OF_SUPPLY"
16468583|"Muirtown Primary School (Sports Hall)"|"04240293"|265021.0|845839.0|1|130052847|"osgb1000038812828"|10|84409492|1|84.9|""|"King Brude Road"|"Inverness"|"Inverness"|"IV3 8LU"|"Highland"|"01463239537"|""|""|""|""|"Sport Scotland"|"01-SEP-2021"
36969286|"Muirtown Primary School (Football Pitch)"|"04240302"|265021.0|845839.0|1|130052847|"osgb1000038812828"|10|84409492|1|84.9|""|"King Brude Road"|"Inverness"|"Inverness"|"IV3 8LU"|"Highland"|"01463239537"|""|""|""|""|"Sport Scotland"|"01-SEP-2021"
32819888|"Bus Stop (Glengarry Road)"|"10590732"|265012.0|845435.0|1||"Not Assigned"|0|84410280|3|12.6|""|""|""|"Inverness"|"IV3"|"Highland"|""|""|""|"SMS Number"|"45328926"|"Department for Transport"|"01-SEP-2021"
43501424|"Muirtown Primary School"|"05310375"|265021.0|845839.0|1|130052847|"osgb1000038812828"|10|84409492|1|84.9|""|"King Brude Road"|"Inverness"|"Inverness"|"IV3 8LU"|"Highland"|"01463239537"|""|""|""|""|"Information and Analytical Services Division - Education Department"|"01-SEP-2021"
63921926|"Electricity Sub Station"|"06340433"|265021.0|845591.0|1||"osgb1000038821445"|5|84410280|3|12.2|""|""|""|"Inverness"|"IV3"|"Highland"|""|""|""|""|""|"Ordnance Survey"|"01-SEP-2021"
68580146|"Letter Box"|"06340457"|265037.0|845408.0|1||"osgb1000000292128427"|1|84410112|3|6.3|""|""|""|"Inverness"|"IV3"|"Highland"|""|""|""|""|""|"Ordnance Survey"|"01-SEP-2021"
161021378|"Jetties"|"10560753"|265011.7|845135.3|2||"Not Assigned"|0|84410303|3|108.7|""|""|""|"Inverness"|"IV3"|"Highland"|""|""|""|""|""|"Ordnance Survey"|"01-SEP-2021"
161038146|"Playing Field"|"04240302"|265065.9|844421.6|2||"Not Assigned"|0|84417461|3|170.2|""|""|""|"Inverness"|"IV3"|"Highland"|""|""|""|""|""|"Ordnance Survey"|"01-SEP-2021"
161061874|"Recreation Ground"|"04240302"|265076.0|844945.6|2||"Not Assigned"|0|84416261|3|141.7|""|""|""|"Inverness"|"IV3"|"Highland"|""|""|""|""|""|"Ordnance Survey"|"01-SEP-2021"
161120751|"Slipway"|"10560753"|265043.1|844638.5|2||"Not Assigned"|0|84410302|3|90.3|""|""|""|"Inverness"|"IV3"|"Highland"|""|""|""|""|""|"Ordnance Survey"|"01-SEP-2021"
18117680|"Tweedmouth Memorial Chapel"|"06340459"|266312.0|844461.0|1||"osgb1000038830129"|4|84410187|3|55.0|""|""|""|"Inverness"|"IV3"|"Highland"|""|""|""|"Religion"|"Not Identified (Christian)"|"Ordnance Survey"|"01-SEP-2021"
18156127|"War Memorial"|"03170245"|266483.0|844507.0|1||"osgb1000000292178387"|4|84402142|3|47.9|""|""|""|"Inverness"|"IV2"|"Highland"|""|""|""|""|""|"Ordnance Survey"|"01-SEP-2021"
16426157|"Cairn Medical Practice"|"05280369"|266788.0|844564.0|1|130037501|"osgb1000038829213"|3|84402056|1|30.1|"15"|"Culduthel Road"|"Inverness"|"Inverness"|"IV2 4AG"|"Highland"|"01463712233"|""|""|""|""|"Wilmington Healthcare Ltd"|"01-SEP-2021"
16429437|"Riverside Medical Practice"|"05280369"|266270.0|844413.0|1|130144221|"osgb1000038830132"|4|84410007|1|27.6|""|"Ballifeary Lane"|"Inverness"|"Inverness"|"IV3 5PW"|"Highland"|"01463715999"|""|""|""|""|"Wilmington Healthcare Ltd"|"01-SEP-2021"
16429439|"Southside Road Surgery"|"05280369"|266892.0|844487.0|1|130042262|"osgb1000038830044"|3|84409629|1|20.3|"43"|"Southside Road"|"Inverness"|"Inverness"|"IV2 4XA"|"Highland"|"01463710222"|""|""|""|""|"Wilmington Healthcare Ltd"|"01-SEP-2021"
16444178|"Lloyds Pharmacy"|"05280364"|266269.9|844413.4|1|130144221|"osgb1000038830132"|4|84410007|1|28.0|""|"Ballifeary Lane"|"Inverness"|"Inverness"|"IV3 5SG"|"Highland"|"01463233295"|"www.lloydspharmacy.com"|"Lloyds Pharmacy"|""|""|"Wilmington Healthcare Ltd"|"01-SEP-2021"
20365340|"Royal Northern Infirmary"|"05280371"|266262.0|844463.0|1|130104196|"osgb1000000293465882"|4|84410187|1|105.0|"Royal Northern Infirmary"|"Ness Walk"|"Inverness"|"Inverness"|"IV3 5SF"|"Highland"|"01463704000"|""|""|""|""|"Wilmington Healthcare Ltd"|"01-SEP-2021"
20366105|"Southside Lodge"|"05280365"|266884.0|844469.0|1|130028577|"osgb1000038830101"|3|84409629|1|30.4|"Southside Lodge 45"|"Southside Road"|"Inverness"|"Inverness"|"IV2 4XA"|"Highland"|"01463704647"|""|""|""|""|"Wilmington Healthcare Ltd"|"01-SEP-2021"
16471949|"Inverness Tennis and Squash Club (Squash Court)"|"04240303"|266293.0|844616.0|1|130171555|"osgb1000038829396"|5|84410021|1|56.6|"5"|"Bishops Road"|"Inverness"|"Inverness"|"IV3 5SB"|"Highland"|"01463235353"|""|""|""|""|"Sport Scotland"|"01-SEP-2021"
16587773|"Bellfield Park (Outdoor Tennis Court)"|"04240305"|266622.0|844344.0|1||"osgb1000000292181524"|4|84410018|2|30.4|"Bellfield Park"|""|"Inverness"|"Inverness"|"IV2"|"Highland"|""|""|""|""|""|"Sport Scotland"|"01-SEP-2021"
36969303|"Inverness Tennis and Squash Club (Fixed Weights Room)"|"04240293"|266293.0|844616.0|1|130171555|"osgb1000038829396"|5|84410021|1|56.6|"5"|"Bishops Road"|"Inverness"|"Inverness"|"IV3 5SB"|"Highland"|"01463235353"|""|""|""|""|"Sport Scotland"|"01-SEP-2021"
36969353|"Northern Meeting Park (Cricket Square)"|"04240302"|266300.0|844850.0|1|130106610|"osgb1000000292178424"|9|84410388|1|57.3|"Caretakers Flat Northern Meeting Park"|"Ardross Street"|"Inverness"|"Inverness"|"IV3 5NS"|"Highland"|"01463724224"|""|""|""|""|"Sport Scotland"|"01-SEP-2021"
22104073|"Bus Stop (Dalneigh Road)"|"10590732"|265793.0|844842.0|1||"Not Assigned"|0|84410068|3|7.1|""|""|""|"Inverness"|"IV3"|"Highland"|""|""|""|"SMS Number"|"45325368"|"Department for Transport"|"01-SEP-2021"
22104074|"Bus Stop (Bruce Gardens)"|"10590732"|265781.0|844729.0|1||"Not Assigned"|0|84410068|3|8.8|""|""|""|"Inverness"|"IV3"|"Highland"|""|""|""|"SMS Number"|"45325284"|"Department for Transport"|"01-SEP-2021"
22104075|"Bus Stop (Planefield Road)"|"10590732"|266215.0|844985.0|1||"Not Assigned"|0|84402241|3|16.4|""|""|""|"Inverness"|"IV3"|"Highland"|""|""|""|"SMS Number"|"45325283"|"Department for Transport"|"01-SEP-2021"
22104076|"Bus Stop (Planefield Road)"|"10590732"|266231.0|844978.0|1||"Not Assigned"|0|84402241|3|1.1|""|""|""|"Inverness"|"IV3"|"Highland"|""|""|""|"SMS Number"|"45325282"|"Department for Transport"|"01-SEP-2021"
22104147|"Bus Stop (Ardlarich Medical Centre)"|"10590732"|266765.0|844568.0|1||"Not Assigned"|0|84402056|3|12.1|""|""|""|"Inverness"|"IV2"|"Highland"|""|""|""|"SMS Number"|"45325457"|"Department for Transport"|"01-SEP-2021"
22104182|"Bus Stop (Ardlarich Medical Centre)"|"10590732"|266776.0|844485.0|1||"Not Assigned"|0|84402056|3|11.0|""|""|""|"Inverness"|"IV2"|"Highland"|""|""|""|"SMS Number"|"45325636"|"Department for Transport"|"01-SEP-2021"
22104209|"Bus Stop (Paton Street)"|"10590732"|266564.0|844663.0|1||"Not Assigned"|0|84402127|3|15.0|""|""|""|"Inverness"|"IV2"|"Highland"|""|""|""|"SMS Number"|"45325724"|"Department for Transport"|"01-SEP-2021"
22104210|"Bus Stop (View Place)"|"10590732"|266630.0|844914.0|1||"Not Assigned"|0|84409622|3|15.4|""|""|""|"Inverness"|"IV2"|"Highland"|""|""|""|"SMS Number"|"45325725"|"Department for Transport"|"01-SEP-2021"
22104050|"Bus Stop (Maxwell Drive)"|"10590732"|265884.0|844292.0|1||"Not Assigned"|0|84402119|3|3.6|""|""|""|"Inverness"|"IV3"|"Highland"|""|""|""|"SMS Number"|"45325438"|"Department for Transport"|"01-SEP-2021"
22104051|"Bus Stop (Maxwell Drive)"|"10590732"|265869.0|844299.0|1||"Not Assigned"|0|84402119|3|13.0|""|""|""|"Inverness"|"IV3"|"Highland"|""|""|""|"SMS Number"|"45325437"|"Department for Transport"|"01-SEP-2021"
22104052|"Bus Stop (Glenurquhart Road)"|"10590732"|265954.0|844496.0|1||"Not Assigned"|0|84402119|3|13.5|""|""|""|"Inverness"|"IV3"|"Highland"|""|""|""|"SMS Number"|"45325436"|"Department for Transport"|"01-SEP-2021"
22104053|"Bus Stop (Bishops Road)"|"10590732"|266041.0|844623.0|1||"Not Assigned"|0|84402119|3|4.7|""|""|""|"Inverness"|"IV3"|"Highland"|""|""|""|"SMS Number"|"45325435"|"Department for Transport"|"01-SEP-2021"
22104054|"Bus Stop (Council Buildings)"|"10590732"|266105.0|844808.0|1||"Not Assigned"|0|84402119|3|16.3|""|""|""|"Inverness"|"IV3"|"Highland"|""|""|""|"SMS Number"|"45325434"|"Department for Transport"|"01-SEP-2021"
22104055|"Bus Stop (Council Buildings)"|"10590732"|266126.0|844800.0|1||"Not Assigned"|0|84402119|3|6.1|""|""|""|"Inverness"|"IV3"|"Highland"|""|""|""|"SMS Number"|"45325432"|"Department for Transport"|"01-SEP-2021"
22104056|"Bus Stop (Park Road)"|"10590732"|266025.0|844847.0|1||"Not Assigned"|0|84410028|3|17.3|""|""|""|"Inverness"|"IV3"|"Highland"|""|""|""|"SMS Number"|"45325429"|"Department for Transport"|"01-SEP-2021"
22104057|"Bus Stop (Park Road)"|"10590732"|265965.0|844783.0|1||"Not Assigned"|0|84410028|3|1.5|""|""|""|"Inverness"|"IV3"|"Highland"|""|""|""|"SMS Number"|"45325428"|"Department for Transport"|"01-SEP-2021"
22104058|"Bus Stop (Bruce Park)"|"10590732"|265850.0|844726.0|1||"Not Assigned"|0|84410028|3|15.4|""|""|""|"Inverness"|"IV3"|"Highland"|""|""|""|"SMS Number"|"45325387"|"Department for Transport"|"01-SEP-2021"
22123549|"Bus Stop (Glenurquhart Road)"|"10590732"|265942.0|844430.0|1||"Not Assigned"|0|84402119|3|2.3|""|""|""|"Inverness"|"IV3"|"Highland"|""|""|""|"SMS Number"|"45326475"|"Department for Transport"|"01-SEP-2021"
26382473|"Bus Stop (Paton Street)"|"10590732"|266586.0|844684.0|1||"Not Assigned"|0|84402127|3|0.4|""|""|""|"Inverness"|"IV2"|"Highland"|""|""|""|"SMS Number"|"45327439"|"Department for Transport"|"01-SEP-2021"
26382474|"Bus Stop (Bellfield Park)"|"10590732"|266525.0|844411.0|1||"Not Assigned"|0|84402142|3|2.9|""|""|""|"Inverness"|"IV2"|"Highland"|""|""|""|"SMS Number"|"45327452"|"Department for Transport"|"01-SEP-2021"
26382475|"Bus Stop (Bellfield Park)"|"10590732"|266513.0|844388.0|1||"Not Assigned"|0|84402142|3|7.6|""|""|""|"Inverness"|"IV2"|"Highland"|""|""|""|"SMS Number"|"45327453"|"Department for Transport"|"01-SEP-2021"
32819949|"Bus Stop (Southside Doctors)"|"10590732"|266870.0|844511.0|1||"Not Assigned"|0|84409629|3|12.2|""|""|""|"Inverness"|"IV2"|"Highland"|""|""|""|"SMS Number"|"45329253"|"Department for Transport"|"01-SEP-2021"
103908559|"Elmgrove House Residencial Home"|"05280373"|266153.0|844566.0|1|130049737|"osgb1000038829406"|4|84410008|1|44.4|"7"|"Ballifeary Road"|"Inverness"|"Inverness"|"IV3 5PJ"|"Highland"|"01463243325"|""|""|""|""|"Wilmington Healthcare Ltd"|"01-SEP-2021"
103916575|"Eden Dental Clinic"|"05280368"|266076.0|844677.0|1|130050744|"osgb1000038829352"|4|84410021|1|26.0|"12"|"Bishops Road"|"Inverness"|"Inverness"|"IV3 5SD"|"Highland"|"01463226470"|""|""|""|""|"Wilmington Healthcare Ltd"|"01-SEP-2021"
103921665|"Ness Bank Dental Surgery"|"05280368"|266601.0|844855.0|1|130041513|"osgb1000038828644"|3|84402187|1|21.2|"6"|"Ness Bank"|"Inverness"|"Inverness"|"IV2 4SF"|"Highland"|"01463236295"|""|""|""|""|"Wilmington Healthcare Ltd"|"01-SEP-2021"
103921666|"Torwood Dental Practice"|"05280368"|266379.0|844979.0|1|130049484|"osgb1000038829578"|3|84410118|1|14.3|"4"|"Kenneth Street"|"Inverness"|"Inverness"|"IV3 5NR"|"Highland"|"01463712772"|""|""|""|""|"Wilmington Healthcare Ltd"|"01-SEP-2021"
103919181|"Cheshire House"|"05280373"|266350.0|844589.0|1|130103445|"osgb1000038829632"|6|84410187|1|32.7|"Cheshire House"|"Ness Walk"|"Inverness"|"Inverness"|"IV3 5NE"|"Highland"|"01463713377"|""|""|""|""|"Wilmington Healthcare Ltd"|"01-SEP-2021"
103923620|"One Dental"|"05280368"|266164.0|844924.0|1|130048239|"osgb1000038829509"|5|84410179|1|10.0|"1"|"Montague Row"|"Inverness"|"Inverness"|"IV3 5DX"|"Highland"|"01463243767"|""|""|""|""|"Wilmington Healthcare Ltd"|"01-SEP-2021"
162157989|"Royal Northern Infirmary"|"05280364"|266261.8|844463.4|1|130104196|"osgb1000000293465882"|4|84410187|1|105.3|"Royal Northern Infirmary"|"Ness Walk"|"Inverness"|"Inverness"|"IV3 5SF"|"Highland"|"01463704000"|""|""|""|""|"Wilmington Healthcare Ltd"|"01-SEP-2021"
17126440|"Ness Bank Church"|"06340459"|266606.0|844883.0|1|130096459|"osgb1000038828640"|3|84402187|3|17.1|""|""|""|"Inverness"|"IV2"|"Highland"|""|""|""|"Religion"|"Not Identified (Christian)"|"Ordnance Survey"|"01-SEP-2021"
103917099|"Highland Hospice"|"02100167"|266367.0|844671.0|1|130050735|"osgb1000038829637"|7|84410021|1|14.3|"Ness House 1"|"Bishops Road"|"Inverness"|"Inverness"|"IV3 5SB"|"Highland"|"01463243132"|""|""|""|""|"Wilmington Healthcare Ltd"|"01-SEP-2021"
103918929|"Birchwood Highlands"|"02100167"|266233.0|844962.0|1|130048226|"osgb1000038829616"|5|84402241|1|12.8|"59"|"Tomnahurich Street"|"Inverness"|"Inverness"|"IV3 5DT"|"Highland"|"01463236507"|""|""|""|""|"Wilmington Healthcare Ltd"|"01-SEP-2021"
16933549|"Flagstaff"|"03170245"|266134.0|844751.0|2||"Not Assigned"|0|84402119|3|33.9|""|""|""|"Inverness"|"IV3"|"Highland"|""|""|""|""|""|"Ordnance Survey"|"01-SEP-2021"
158516765|"Bus Stop (Eden Court)"|"10590732"|266372.0|844688.0|1||"Not Assigned"|0|84410021|3|1.7|""|""|""|"Inverness"|"IV3"|"Highland"|""|""|""|"SMS Number"|"4532686"|"Department for Transport"|"01-SEP-2021"
131216605|"Bus Stop (Hedgefield House)"|"10590732"|266910.0|844285.0|1||"Not Assigned"|0|84402056|3|6.6|""|""|""|"Inverness"|"IV2"|"Highland"|""|""|""|"SMS Number"|"4534926"|"Department for Transport"|"01-SEP-2021"
160587770|"Bus Stop (Kenneth Street Road End)"|"10590732"|266381.0|844919.0|1||"Not Assigned"|0|84410388|3|2.1|""|""|""|"Inverness"|"IV3"|"Highland"|""|""|""|"SMS Number"|"4532836"|"Department for Transport"|"01-SEP-2021"
160587738|"Bus Stop (Eden Court)"|"10590732"|266280.0|844683.0|1||"Not Assigned"|0|84410021|3|11.5|""|""|""|"Inverness"|"IV3"|"Highland"|""|""|""|"SMS Number"|"4532834"|"Department for Transport"|"01-SEP-2021"
47945173|"Acorn Guest House Inverness"|"01010003"|266104.0|844923.0|1|130127310|"osgb1000038829643"|5|84410028|1|51.6|"2a"|"Bruce Gardens"|"Inverness"|"Inverness"|"IV3 5EN"|"Highland"|"01463717021"|""|""|""|""|"118 Information"|"01-SEP-2021"
47944852|"Glencairn Guesthouse"|"01010003"|266212.0|844917.0|1|130109140|"osgb1000038829536"|5|84410388|1|23.4|"19"|"Ardross Street"|"Inverness"|"Inverness"|"IV3 5NS"|"Highland"|"01463232965"|"www.ardrossglencairn.co.uk"|""|""|""|"118 Information"|"01-SEP-2021"
47946021|"Glasdair House"|"01010003"|266077.0|844636.0|1|130100900|"osgb1000038829317"|6|84410008|1|43.0|"2"|"Ballifeary Road"|"Inverness"|"Inverness"|"IV3 5PJ"|"Highland"|"01463718181"|"www.glasdairhouse.com"|""|""|""|"118 Information"|"01-SEP-2021"
47946140|"Park Guest House"|"01010003"|265927.0|844342.0|1|130130776|"osgb1000038820281"|3|84402119|1|23.6|"51"|"Glenurquhart Road"|"Inverness"|"Inverness"|"IV3 5PB"|"Highland"|"01463231858"|"www.parkguesthouseinverness.co.uk"|""|""|""|"118 Information"|"01-SEP-2021"
47948894|"Clanfield Guest House"|"01010003"|266344.0|844935.0|1|130049505|"osgb1000038829553"|3|84410388|1|19.6|"11"|"Ardross Street"|"Inverness"|"Inverness"|"IV3 5NS"|"Highland"|"01463233164"|"www.mcdou.wanado.co.uk"|""|""|""|"118 Information"|"01-SEP-2021"
47949057|"Wychway Guest House"|"01010007"|266640.0|844859.0|1|130041503|"osgb1000038828760"|4|84402127|1|9.4|"3"|"Haugh Road"|"Inverness"|"Inverness"|"IV2 4SD"|"Highland"|"01463239399"|"www.touchwoodhouse.com"|""|""|""|"118 Information"|"01-SEP-2021"
47948450|"Macrae Guest House"|"01010003"|266512.0|844632.0|1|130041515|"osgb1000038828713"|6|84402187|1|29.5|"24"|"Ness Bank"|"Inverness"|"Inverness"|"IV2 4SF"|"Highland"|"01463243658"|"www.macraehouse.co.uk"|""|""|""|"118 Information"|"01-SEP-2021"
47947975|"Eildon Guest House"|"01010003"|266962.0|844805.0|1|130034214|"osgb1000038829087"|4|84409631|1|18.1|"29"|"Old Edinburgh Road"|"Inverness"|"Inverness"|"IV2 3HJ"|"Highland"|"01463231969"|"www.eildonguesthouse.co.uk"|""|""|""|"118 Information"|"01-SEP-2021"
47948065|"Eden House"|"01010003"|266080.0|844579.0|1|130049745|"osgb1000038829321"|4|84410008|1|29.8|"8"|"Ballifeary Road"|"Inverness"|"Inverness"|"IV3 5PJ"|"Highland"|"01463230278"|"www.edenhouseinverness.co.uk"|""|""|""|"118 Information"|"01-SEP-2021"
47949901|"The Alexander"|"01010003"|266560.0|844772.0|1|130041522|"osgb1000038828678"|3|84402187|1|17.2|"16"|"Ness Bank"|"Inverness"|"Inverness"|"IV2 4SF"|"Highland"|"01463231151"|""|""|""|""|"118 Information"|"01-SEP-2021"
47951284|"Sunnyholm Guest House"|"01010003"|266917.0|844697.0|1|130037468|"osgb1000038829245"|3|84410171|1|21.9|"12"|"Mayfield Road"|"Inverness"|"Inverness"|"IV2 4AE"|"Highland"|"01463231336"|"www.invernessguesthouse.com"|""|""|""|"118 Information"|"01-SEP-2021"
47950884|"Ivy Bank House"|"01010007"|266917.0|844787.0|1|130034229|"osgb1000038829179"|3|84409631|1|15.8|"28"|"Old Edinburgh Road"|"Inverness"|"Inverness"|"IV2 3HJ"|"Highland"|"01463232796"|""|""|""|""|"118 Information"|"01-SEP-2021"
47952523|"Bazpackers Hostel"|"01010005"|266660.0|844918.0|1|130037460|"osgb1000038828734"|3|84402056|1|16.3|"4"|"Culduthel Road"|"Inverness"|"Inverness"|"IV2 4AB"|"Highland"|"01463717663"|""|""|""|""|"118 Information"|"01-SEP-2021"
47952328|"Braehead Guest House"|"02030045"|266732.0|844829.0|1|130034194|"osgb1000038829134"|3|84409631|1|14.1|"2"|"Old Edinburgh Road"|"Inverness"|"Inverness"|"IV2 3HF"|"Highland"|"01463224980"|""|""|""|""|"118 Information"|"01-SEP-2021"
47951728|"Cavell Guest House"|"01010003"|266543.0|844490.0|1|130098450|"osgb1000038829663"|3|84402142|1|14.5|"3 Moray Park"|"Island Bank Road"|"Inverness"|"Inverness"|"IV2 4SX"|"Highland"|"01463232850"|""|""|""|""|"118 Information"|"01-SEP-2021"
47952640|"Whinpark Guest House"|"01010003"|266241.0|844921.0|1|130049500|"osgb1000038829542"|4|84410388|1|22.5|"17"|"Ardross Street"|"Inverness"|"Inverness"|"IV3 5NS"|"Highland"|"01463232549"|""|""|""|""|"118 Information"|"01-SEP-2021"
47952955|"The Waterside Hotel"|"01010006"|266538.0|844726.0|1|130141715|"osgb1000038828689"|4|84402187|1|17.9|"19"|"Ness Bank"|"Inverness"|"Inverness"|"IV2 4SF"|"Highland"|"01463233065"|"www.thewatersideinverness.co.uk"|""|""|""|"118 Information"|"01-SEP-2021"
47960946|"The Glenmhor Hotel"|"01010006"|266590.0|844824.0|1|130118815|"osgb1000038828661"|3|84402187|1|21.9|"8-17"|"Ness Bank"|"Inverness"|"Inverness"|"IV2 4SG"|"Highland"|"01463234308"|"www.glen-mhor.com"|""|""|""|"118 Information"|"01-SEP-2021"
47963055|"Galbraith"|"02110195"|266866.0|844848.0|1|130137931|"osgb1000038828975"|3|84409631|1|25.5|"Reay House 17"|"Old Edinburgh Road"|"Inverness"|"Inverness"|"IV2 3HF"|"Highland"|"01463224343"|"www.galbraithgroup.com"|"C K D Galbraith"|""|""|"118 Information"|"01-SEP-2021"
47964101|"Moyness House"|"01010003"|266051.0|844872.0|1|130048474|"osgb1000038829501"|4|84410028|1|25.7|"6"|"Bruce Gardens"|"Inverness"|"Inverness"|"IV3 5EN"|"Highland"|"01463236624"|"www.moyness.co.uk"|""|""|""|"118 Information"|"01-SEP-2021"
47964873|"The Redcliffe Hotel"|"01010006"|266746.0|844957.0|1|130034191|"osgb1000038828947"|3|84410114|1|17.1|"1"|"Gordon Terrace"|"Inverness"|"Inverness"|"IV2 3HD"|"Highland"|"01463232767"|""|""|""|""|"118 Information"|"01-SEP-2021"
47966426|"Glenmoriston Town House Hotel"|"01010006"|266529.0|844694.0|1|130041527|"osgb1000038828693"|5|84402187|1|24.1|"21"|"Ness Bank"|"Inverness"|"Inverness"|"IV2 4SF"|"Highland"|"01463223777"|"www.glenmoristontownhouse.com"|""|""|""|"118 Information"|"01-SEP-2021"
47966517|"Beaufort Hotel"|"01010006"|266740.0|844665.0|1|130142746|"osgb1000038829202"|5|84402056|1|22.3|"11"|"Culduthel Road"|"Inverness"|"Inverness"|"IV2 4AG"|"Highland"|"01463222897"|""|""|""|""|"118 Information"|"01-SEP-2021"
47972009|"Inverness Student Hotel"|"01010009"|266671.0|844867.0|1|130037461|"osgb1000038828752"|2|84402056|1|12.4|"6"|"Culduthel Road"|"Inverness"|"Inverness"|"IV2 4AB"|"Highland"|"01463236556"|"www.invernessstudenthotel.com"|""|""|""|"118 Information"|"01-SEP-2021"
41269751|"Cathedral"|"10540736"|266398.0|844822.0|1|130112136|"osgb1000000292178408"|6|84410388|3|100.6|"Bishop's Road"|""|"Inverness"|"Inverness"|"IV3 5SA"|"Highland"|""|""|""|""|""|"Department for Transport (Parking)"|"01-SEP-2021"
48080930|"Contrast Brasserie Within Glenmoriston Town House Hotel"|"01020043"|266529.0|844694.0|1|130041527|"osgb1000038828693"|5|84402187|1|24.1|"20"|"Ness Bank"|"Inverness"|"Inverness"|"IV2 4SF"|"Highland"|"01463223777"|"www.glenmoristontownhouse.com"|""|"Restaurant Type"|"Restaurant"|"118 Information"|"01-SEP-2021"
48090032|"1st Pizza Direct"|"01020018"|266028.0|844564.9|1|130106588|"osgb1000038829624"|5|84402119|2|21.3|""|"Glenurquhart Road"|"Inverness"|"Inverness"|"IV3 5NZ"|"Highland"|"01463717171"|"www.1stpizzadirect.co.uk"|""|""|""|"118 Information"|"01-SEP-2021"
48083277|"La Tortilla"|"01020043"|266687.0|844980.0|1|130107624|"osgb1000038828942"|4|84402043|1|8.3|"99"|"Castle Street"|"Inverness"|"Inverness"|"IV2 3EA"|"Highland"|"01463709809"|""|""|"Restaurant Type"|"Spanish Restaurant"|"118 Information"|"01-SEP-2021"
48820284|"Highland Carpets & Flooring"|"02030046"|266156.0|844939.0|1|130048241|"osgb1000038829511"|4|84410179|1|9.5|"3"|"Montague Row"|"Inverness"|"Inverness"|"IV3 5DX"|"Highland"|"01463718400"|""|""|""|""|"118 Information"|"01-SEP-2021"
49129786|"Macdonald House"|"01010003"|266484.0|844983.0|1|130098891|"osgb1000038829588"|8|84410187|1|18.1|"1"|"Ardross Terrace"|"Inverness"|"Inverness"|"IV3 5NQ"|"Highland"|"01463232878"|""|""|""|""|"118 Information"|"01-SEP-2021"
48926382|"Chalky's"|"09470699"|266579.0|844627.0|1|130084639|"osgb1000038828847"|4|84402127|1|10.1|"65"|"Haugh Road"|"Inverness"|"Inverness"|"IV2 4SD"|"Highland"|"01463233686"|""|""|""|""|"118 Information"|"01-SEP-2021"
49745447|"Eden Court"|"04250315"|266316.0|844733.0|1|130096400|"osgb1000038829428"|6|84410021|1|55.2|"Eden Court Theatre"|"Bishops Road"|"Inverness"|"Inverness"|"IV3 5SA"|"Highland"|"01463234234"|"www.eden-court.co.uk"|""|""|""|"118 Information"|"01-SEP-2021"
49749827|"Inverness Bowling Club"|"04240290"|266252.2|844606.2|1|130106604|"osgb1000038829395"|5|84410021|1|60.2|""|"Bishops Road"|"Inverness"|"Inverness"|"IV3 5SB"|"Highland"|"01463238107"|""|""|""|""|"118 Information"|"01-SEP-2021"
54396752|"Mackintosh Joinery Ltd"|"02030045"|266577.2|844688.0|1|130041505|"osgb1000038828695"|5|84402127|1|10.0|"62"|"Haugh Road"|"Inverness"|"Inverness"|"IV2 4SD"|"Highland"|"01463250160"|""|""|""|""|"118 Information"|"01-SEP-2021"
54417769|"D M Johnstone Builders Ltd"|"02030045"|266080.0|844311.0|1|130049694|"osgb5000005233370231"|1|84410008|1|14.5|"39"|"Ballifeary Road"|"Inverness"|"Inverness"|"IV3 5PG"|"Highland"|"01463242142"|""|""|""|""|"118 Information"|"01-SEP-2021"
54752121|"Linda Clark & Associates"|"02090135"|266071.0|844604.0|1|130049743|"osgb1000038829319"|4|84410008|1|43.1|"Alton House 4"|"Ballifeary Road"|"Inverness"|"Inverness"|"IV3 5PJ"|"Highland"|"01463222124"|""|""|""|""|"118 Information"|"01-SEP-2021"
54751892|"Scott-moncrieff"|"02090135"|266353.0|844935.0|1|130049497|"osgb1000038829554"|4|84410388|1|18.2|"10"|"Ardross Street"|"Inverness"|"Inverness"|"IV3 5NS"|"Highland"|"01463701940"|"www.scott-moncrieff.com"|""|""|""|"118 Information"|"01-SEP-2021"
54777223|"Murchison Law"|"02090154"|266484.0|844973.0|1|130096392|"osgb1000038829587"|5|84410187|1|17.4|"5"|"Ardross Terrace"|"Inverness"|"Inverness"|"IV3 5NQ"|"Highland"|"01463709992"|"www.murchisonlaw.co.uk"|""|""|""|"118 Information"|"01-SEP-2021"
54811813|"Hermanas"|"02100156"|266680.0|844956.0|1|130134849|"osgb1000038828937"|2|84402043|1|10.9|"105"|"Castle Street"|"Inverness"|"Inverness"|"IV2 3EA"|"Highland"|"01463222121"|"www.hermanashairandbeauty.com"|""|""|""|"118 Information"|"01-SEP-2021"
